id,name
Q108561834,Elia Zureik,,+1939-00-00T00:00:00Z,+2023-01-16T00:00:00Z
Q290536,Ram Dass,American contemporary spiritual teacher and the author of the 1971 book Be Here Now,+1931-04-06T00:00:00Z,+2019-12-22T00:00:00Z
Q120159284,André Pichery,French artist and Occitan writer (1902-1986),+1902-04-06T00:00:00Z,+1986-07-04T00:00:00Z
Q61255,Kuno Fischer,German philosopher (1824-1907),+1824-07-23T00:00:00Z,+1907-07-05T00:00:00Z
Q77381,Gottlob Ernst Schulze,German philosopher (1761-1833),+1761-08-23T00:00:00Z,+1833-01-14T00:00:00Z
Q17511378,Mary Anne Burges,Scottish writer,+1763-12-06T00:00:00Z,+1813-08-10T00:00:00Z
Q2927068,Brusquet,,+1510-00-00T00:00:00Z,+1568-00-00T00:00:00Z
Q2847458,André Caza,"French caricaturist, illustrator and journalist",+1911-10-30T00:00:00Z,+2003-12-14T00:00:00Z
Q104533,Reinhard Löw,German historian,+1949-02-15T00:00:00Z,+1994-08-25T00:00:00Z
Q3418299,Ralph Soupault,French caricaturist and illustrator,+1904-10-05T00:00:00Z,+1962-08-12T00:00:00Z
Q19519819,José Cuchy Arnau,painter and illustrator from Spain,+1857-00-00T00:00:00Z,+1925-00-00T00:00:00Z
Q4666256,Abdur Razzaq,professor,+1914-00-00T00:00:00Z,+1999-11-28T00:00:00Z
Q109908806,Régis Parenteau-Denoël,Régis Parenteau-Denoe͏̈l,+1970-05-23T00:00:00Z,
Q7704101,Terry Beatty,American comic artist,+1958-01-11T00:00:00Z,
Q60690,Hermann von Keyserling,German philosopher,+1880-07-20T00:00:00Z,+1946-04-26T00:00:00Z
Q1036829,Carl August Emge,"German philosopher, jurist and sociologist",+1886-04-21T00:00:00Z,+1970-01-20T00:00:00Z
Q48246,Ernst Haeckel,"German biologist, naturalist, philosopher, physician and artist",+1834-02-16T00:00:00Z,+1919-08-09T00:00:00Z
Q115060741,Maurice Levesque,,,
Q1363975,Michele Mercati,Italian polyhistor (1541-1593),+1541-04-08T00:00:00Z,+1593-06-25T00:00:00Z
Q112562555,Ìhor Anatolìjovyč Skrypnyk,,+1971-00-00T00:00:00Z,
Q112520376,Thony Silas,,+1986-00-00T00:00:00Z,
Q110477147,Edwin Gill,"British artist, draftsman and caricaturist",,+1868-00-00T00:00:00Z
Q108903074,W. Summers,"British aquatinter, caricaturist, and lithographer, 1816-1880",+1816-00-00T00:00:00Z,+1880-00-00T00:00:00Z
Q8077906,Éanna ni Lamhna,"Entomologist, botanist, ecologist, radio and television presenter, author",+1950-00-00T00:00:00Z,
Q231690,Bhimrao Ramji Ambedkar,"Indian polymath, philosopher, and social reformer (1891–1956)",+1891-04-14T00:00:00Z,+1956-12-06T00:00:00Z
Q12025652,Jiří Šašek,Czech actor (1930-1996),+1930-05-11T00:00:00Z,+1996-06-15T00:00:00Z
Q12349526,István Pesthy,"Hungarian dentist, caricaturist (1906–1972)",+1906-08-18T00:00:00Z,+1972-02-02T00:00:00Z
Q16555023,Fabio Bono,Italian comics artist,+1971-04-06T00:00:00Z,
Q114831089,Noori Thabit,Iraqi caricaturist,+1897-00-00T00:00:00Z,+1938-00-00T00:00:00Z
Q1745546,Klaus Peter Cadsky,cartoonist (1937-2011),+1937-08-03T00:00:00Z,+2011-03-11T00:00:00Z
Q87478,Kurt Rudolf Fischer,Austrian philosopher,+1922-01-01T00:00:00Z,+2014-03-22T00:00:00Z
Q43689,Ambrose,Roman theologian and Bishop of Milan (c. 340–397),+0339-00-00T00:00:00Z,+0397-04-04T00:00:00Z
Q23419262,Tytus Dzieduszycki,,+1796-11-29T00:00:00Z,+1870-04-05T00:00:00Z
Q16600893,Schiavo di Bari,Italian poet and jester,,
Q107406657,Pedro X. Molina,Nicaraguan cartoonist,+1976-01-01T00:00:00Z,
Q4134537,"Гвоздев-Ростовский, Осип Фёдорович",,,+1570-00-00T00:00:00Z
Q583433,Joan d'Acosta,,+1665-00-00T00:00:00Z,+1740-00-00T00:00:00Z
Q90647,Adolf Lasson,German philosopher and writer,+1832-03-12T00:00:00Z,+1917-12-19T00:00:00Z
Q263699,Ida Gramcko,Venezuelan writer,+1924-10-11T00:00:00Z,+1994-03-03T00:00:00Z
Q762,Leonardo da Vinci,Italian Renaissance polymath (1452−1519),+1452-04-15T00:00:00Z,+1519-05-02T00:00:00Z
Q95286721,Horst Sikorra,,+1926-12-21T00:00:00Z,
Q1286211,Edmund Edel,German illustrator and film director (1863-1934),+1863-09-10T00:00:00Z,+1934-05-04T00:00:00Z
Q18935719,Édouard Bernard,"French painter, illustrator and engraver",+1879-03-20T00:00:00Z,+1950-11-30T00:00:00Z
Q515761,Andrzej Wiszowaty,Polish theologian (1608-1678),+1608-11-26T00:00:00Z,+1678-07-29T00:00:00Z
Q6152790,Trino Camacho,Mexican comics artist,+1961-08-20T00:00:00Z,
Q1579134,Hans Dernschwam,Czech traveller,+1494-00-00T00:00:00Z,+1568-00-00T00:00:00Z
Q361529,Jack Cole,"cartoonist, creator of Plastic Man",+1911-12-14T00:00:00Z,+1974-08-13T00:00:00Z
Q28503260,Gastón García Cantú,,+1917-11-03T00:00:00Z,+2004-04-03T00:00:00Z
Q5931772,Joaquín Bernardo García-Castro,botanist (1944-2001),+1944-00-00T00:00:00Z,+2001-08-22T00:00:00Z
Q2977322,Claude Dufay,French entomologist (1926-2001),+1926-00-00T00:00:00Z,+2001-05-01T00:00:00Z
Q16030086,Marjorie Organ,Irish-born American painter,+1886-12-03T00:00:00Z,+1930-00-00T00:00:00Z
Q26035958,Antonio Cendón,,+1837-01-30T00:00:00Z,+1863-03-09T00:00:00Z
Q24285891,Leo Štarkov,,+1942-03-16T00:00:00Z,+2003-05-25T00:00:00Z
Q6375412,Kate Carew,American cartoonist (1869-1961),+1869-06-27T00:00:00Z,+1961-02-11T00:00:00Z
Q23437,William Hirstein,American philosopher,+1966-01-01T00:00:00Z,
Q6088888,Sermet Muhtar Alus,Turkish journalist,+1887-05-20T00:00:00Z,+1952-05-28T00:00:00Z
Q353264,Diagoras of Melos,5th-century BC Greek poet and sophist,-0450-00-00T00:00:00Z,-0450-01-01T00:00:00Z
Q111332762,Fantasio,,+1909-02-18T00:00:00Z,+1971-01-16T00:00:00Z
Q19840753,Peter Gut,Swiss draughtsperson and caricaturist,+1959-00-00T00:00:00Z,
Q88631,Hans-Joachim Niemann,German philosopher,+1941-01-01T00:00:00Z,
Q2059941,Paul Hadol,French illustrator (1835-1875),+1835-01-01T00:00:00Z,+1875-11-26T00:00:00Z
Q61110920,Paul Vassar,,+1913-00-00T00:00:00Z,+1975-00-00T00:00:00Z
Q176163,August Cieszkowski,Polish philosopher and economist (1814-1894),+1814-09-12T00:00:00Z,+1894-03-12T00:00:00Z
Q6041636,Mustafa Bora,,+1960-01-01T00:00:00Z,
Q94894138,Heinz Hermey,,+1919-00-00T00:00:00Z,+1979-00-00T00:00:00Z
Q1508923,Sem,French caricaturist (1863–1934),+1863-11-22T00:00:00Z,+1934-11-26T00:00:00Z
Q966930,Jean-Jacques Burlamaqui,Genevan legal and political theorist,+1694-06-24T00:00:00Z,+1748-04-03T00:00:00Z
Q112424446,Mike Mosedale,,+1958-00-00T00:00:00Z,
Q5483562,Franco Laguna Correa,"writer, musician, researcher, and public intellectual",+1982-09-20T00:00:00Z,
Q520028,André Juillard,French comic book creator (born 1948),+1948-06-09T00:00:00Z,
Q21328772,Baha Boukhari,Palestinian caricaturist and cartoonist (1944-2015),+1944-01-13T00:00:00Z,+2015-01-01T00:00:00Z
Q13629638,Bill Leak,Australian cartoonist,+1956-01-09T00:00:00Z,+2017-03-10T00:00:00Z
Q26214466,Guillaume Morrissette,,+1975-10-02T00:00:00Z,
Q113117402,Mohammed Zubair,Indian journalist and fact-checker,+1988-12-29T00:00:00Z,
Q16233030,Sebastián de Morra,court dwarf and jester at the court of Philip IV of Spain,+1700-01-01T00:00:00Z,+1700-01-01T00:00:00Z
Q17094166,Josep Simont i Guillén,catalan artist,+1875-09-30T00:00:00Z,+1968-11-19T00:00:00Z
Q13220298,Elzada Clover,American botanist (1897-1980),+1897-09-12T00:00:00Z,+1980-11-02T00:00:00Z
Q76586,Karl Kautsky,"Czech-Austrian philosopher, journalist, and Marxist theoretician (1854-1938)",+1854-10-16T00:00:00Z,+1938-10-17T00:00:00Z
Q81447,Aldous Huxley,English writer and philosopher (1894–1963),+1894-07-26T00:00:00Z,+1963-11-22T00:00:00Z
Q112446846,Miloš Kohlíček,,+1954-07-25T00:00:00Z,
Q12905994,Darko Marković,painter (1940-2016),+1940-00-00T00:00:00Z,+2016-06-09T00:00:00Z
Q548062,Jerzy Łoś,Polish mathematician (1920-1998),+1920-03-22T00:00:00Z,+1998-06-01T00:00:00Z
Q599838,Budai,figure in Buddhist and East Asian religious traditions,+0850-00-00T00:00:00Z,+0916-00-00T00:00:00Z
Q76568,Heinrich Cornelius Agrippa,"German polymath, physician, legal scholar and soldier (1486–1535)",+1486-09-14T00:00:00Z,+1535-02-18T00:00:00Z
Q31092494,Menkó László,,+1938-01-01T00:00:00Z,
Q455162,Vincent of Beauvais,13th century French encyclopedist,+1190-01-01T00:00:00Z,+1264-01-01T00:00:00Z
Q5692383,Juan Curiel,Spanish intellectual and politician,+1690-01-16T00:00:00Z,+1775-00-00T00:00:00Z
Q12377988,Vahur Kersna,Estonian journalist,+1962-04-04T00:00:00Z,
Q95090717,Jana Lifková,,+1937-04-20T00:00:00Z,
Q42889081,Harvi Varkki,,+1959-01-01T00:00:00Z,
Q95106674,Josef Pospíchal,,+1936-09-02T00:00:00Z,+2019-11-12T00:00:00Z
Q8004707,William Austin,English artist,+1721-00-00T00:00:00Z,+1820-05-11T00:00:00Z
Q96803,August Twesten,German theologian,+1789-01-01T00:00:00Z,+1876-01-01T00:00:00Z
Q61665349,Jean-Marc Elzingre,,+1948-05-00T00:00:00Z,+2007-07-20T00:00:00Z
Q66704,Gotthilf Heinrich von Schubert,German scientist (1780-1860),+1780-04-26T00:00:00Z,+1860-06-30T00:00:00Z
Q102366,Susanne Bobzien,German-born British philosopher (born 1960),+1960-01-01T00:00:00Z,
Q697259,Christian Hermann Weisse,German Protestant religious philosopher,+1801-08-10T00:00:00Z,+1866-09-19T00:00:00Z
Q88661767,Josef Partykiewicz,,+1914-01-01T00:00:00Z,+2003-01-01T00:00:00Z
Q259731,Teodor Oizerman,Soviet and Russian philosopher (1914-2017),+1914-05-01T00:00:00Z,+2017-03-25T00:00:00Z
Q533605,Bernhard Alexander,Hungarian philosopher & scholar,+1850-04-13T00:00:00Z,+1927-10-23T00:00:00Z
Q91780,Martin Kusch,German philosopher,+1959-10-19T00:00:00Z,
Q1670592,Ralph Waldo Trine,American author (1866-1958),+1866-09-09T00:00:00Z,+1958-02-22T00:00:00Z
Q12682990,Athool,Malaysian cartoonist,,
Q55947931,Manfred Limmroth,VIAF[202496618] LCAuth[no90008629],+1928-01-01T00:00:00Z,+2004-01-01T00:00:00Z
Q1793637,Di Cavalcanti,Brazilian artist (1897-1976),+1897-09-06T00:00:00Z,+1976-10-26T00:00:00Z
Q430170,Jules Barni,French politician and philosopher (1818-1878),+1818-06-01T00:00:00Z,+1878-07-04T00:00:00Z
Q20528813,Viktor Turp,,+1905-02-28T00:00:00Z,+1989-10-19T00:00:00Z
Q78034,Manfred Frank,"German philologist, philosopher",+1945-03-22T00:00:00Z,
Q473841,Mojżesz Presburger,Polish mathematician,+1904-12-27T00:00:00Z,+1943-01-01T00:00:00Z
Q5982000,Ian Knox,Northern Ireland-born editorial cartoonist,+1943-05-04T00:00:00Z,
Q28533638,Alfonso Rodríguez Aldave,,+1911-01-24T00:00:00Z,+2008-05-28T00:00:00Z
Q535769,Metrodorus of Chios,4th-century BC Greek philosopher,-0500-01-01T00:00:00Z,-0400-01-01T00:00:00Z
Q456963,Candrakīrti,Indian philosopher,+0600-01-01T00:00:00Z,+0650-01-01T00:00:00Z
Q108482817,Claudia Zapata Silva,professor,+1975-03-29T00:00:00Z,
Q125042,Jan Milíč Lochman,"Czech philosopher, theologian, writer and university professor (1922-2004)",+1922-04-03T00:00:00Z,+2004-01-21T00:00:00Z
Q10325698,Maria Amélia Buarque de Hollanda,Brazilian politician,+1910-01-25T00:00:00Z,+2010-05-04T00:00:00Z
Q483480,Anacleto Verrecchia,"Italian philosopher, journalist and author (1926-2012)",+1926-09-15T00:00:00Z,+2012-02-04T00:00:00Z
Q905818,Diodotus the Stoic,Stoic philosopher,-0100-00-00T00:00:00Z,-0059-00-00T00:00:00Z
Q7284366,Raimo Aas,Estonian humorist,+1953-06-18T00:00:00Z,
Q463441,Théodule-Armand Ribot,French psychologist (1839-1916),+1839-12-18T00:00:00Z,+1916-12-09T00:00:00Z
Q18107406,Lisa-ann Gershwin,American-Australian marine biologist,+1950-00-00T00:00:00Z,
Q990873,Ernesto Codignola,Italian educationist,+1885-06-23T00:00:00Z,+1965-09-28T00:00:00Z
Q112560210,Peng,,+1959-00-00T00:00:00Z,
Q117717021,Alonso de Vega,,+1540-00-00T00:00:00Z,+1608-00-00T00:00:00Z
Q1515828,Herbert Keuth,German philosopher,+1940-12-04T00:00:00Z,
Q210573,Hippias,5th century BC Greek sophist,-0443-01-01T00:00:00Z,-0399-01-01T00:00:00Z
Q542992,Pascal Engel,French philosopher,+1954-01-17T00:00:00Z,
Q342931,Vincent Descombes,French philosopher,+1943-01-01T00:00:00Z,
Q65258908,Heljo Vanamõis,,+1915-01-01T00:00:00Z,+1990-10-10T00:00:00Z
Q4726052,Alice Pegler,"South African botanist, naturalist, scientific writer and collector (1861-1929)",+1861-07-21T00:00:00Z,+1929-06-17T00:00:00Z
Q512375,Nicla Vassallo,Italian philosopher,+1963-11-06T00:00:00Z,
Q872997,Eduard Thöny,German caricaturist and illustrator (1866-1950),+1866-02-09T00:00:00Z,+1950-07-26T00:00:00Z
Q6225600,John Cecil Clay,American artist (1875-1930),+1875-00-00T00:00:00Z,+1930-01-01T00:00:00Z
Q250947,Trương Định,Anti-colonial military commander,+1820-01-01T00:00:00Z,+1864-08-19T00:00:00Z
Q77154,Immanuel Hermann Fichte,German philosopher,+1796-07-18T00:00:00Z,+1879-08-08T00:00:00Z
Q20850511,George Robert Zug,American herpetologist,+1938-11-16T00:00:00Z,
Q111841974,Mart Kalling,Estonian architect and caricaturist,+1941-07-08T00:00:00Z,+1997-01-13T00:00:00Z
Q60694359,Nikito Nipongo,,+1918-01-01T00:00:00Z,+2003-09-21T00:00:00Z
Q7385496,Ryūhō Ōkawa,"Japanese religious leader who founded the world religion ""Happy Science"" (1956-2023)",+1956-07-07T00:00:00Z,+2023-03-02T00:00:00Z
Q120667387,Reinhard Beuthien,German illustrator and caricaturist,+1911-00-00T00:00:00Z,+1970-12-25T00:00:00Z
Q76677566,Hans Joachim Stenzel,,+1923-10-15T00:00:00Z,+1999-06-23T00:00:00Z
Q94939824,Richard Edler,,+1869-04-03T00:00:00Z,+1953-06-03T00:00:00Z
Q27507137,Hideo Takeda,,+1948-01-01T00:00:00Z,+2000-01-01T00:00:00Z
Q58586,Edmund Husserl,"German philosopher, known as the father of phenomenology (*1859 – †1938)",+1859-04-08T00:00:00Z,+1938-04-27T00:00:00Z
Q174325,Ibn Wasil,13th century Syrian scholar and diplomat,+1208-04-20T00:00:00Z,+1298-08-01T00:00:00Z
Q94934191,Valentin Schlieff,,+1680-03-07T00:00:00Z,+1750-03-03T00:00:00Z
Q463553,J. M. E. McTaggart,British philosopher (1866-1925),+1866-09-03T00:00:00Z,+1925-01-18T00:00:00Z
Q81294593,Alexei Tellerias,dominican poet,+1981-00-00T00:00:00Z,
Q6078665,Nuri Kurtcebe,,+1949-01-09T00:00:00Z,
Q9156582,Antoni Chodorowski,painter (1946-1999),+1946-06-07T00:00:00Z,+1999-02-15T00:00:00Z
Q152352,F. K. Waechter,German artist and poet (1937-2005),+1937-11-03T00:00:00Z,+2005-09-16T00:00:00Z
Q106521711,Mahmud ʻAbd al-Majid Khalidi,,+1946-00-00T00:00:00Z,
Q717647,Gnaeus Claudius Severus Arabianus,2nd century Roman senator and philosopher,+0113-01-01T00:00:00Z,+0200-01-01T00:00:00Z
Q311684,Michael Ignatieff,"Canadian professor, writer and politician",+1947-05-12T00:00:00Z,
Q87990072,John Bowden,English dipterist,+1924-00-00T00:00:00Z,+2012-01-15T00:00:00Z
Q85514517,Farhan Saleh,"thinker, writer and researcher from Lebanon. Editor-in-Chief of Al hadatha Magazine and Secretary General of the Cultural Dialogue Workshop",+1947-09-11T00:00:00Z,
Q95157397,František Kratochvíl,,+1947-08-21T00:00:00Z,
Q118906839,André Carrilho,,+1974-07-26T00:00:00Z,
Q158476,Hugo Gunckel Lüer,Chilean scientist (1901-1997),+1901-08-10T00:00:00Z,+1997-07-17T00:00:00Z
Q11867154,Jouko Innanen,Finnish cartoonist,+1952-01-01T00:00:00Z,+2019-10-01T00:00:00Z
Q3218057,Larry Gonick,American cartoonist (born 1946),+1946-01-01T00:00:00Z,
Q472987,Isaac Orobio de Castro,Jewish physician,+1617-01-01T00:00:00Z,+1687-11-07T00:00:00Z
Q4213581,Valentin Karavayev,"film director, animator and writer (1929-2001)",+1929-08-29T00:00:00Z,+2001-12-11T00:00:00Z
Q6117636,Salvador Bartolozzi,Spanish comics artist (1882-1950),+1882-04-06T00:00:00Z,+1950-07-09T00:00:00Z
Q95113175,Michal Černík,,+1973-09-29T00:00:00Z,
Q62619661,Walter Sneyd,"British cleric and caricaturist, 1809-1888",+1809-01-01T00:00:00Z,+1888-01-01T00:00:00Z
Q24545737,Teet Kuusmaa,,+1931-05-02T00:00:00Z,+2004-07-09T00:00:00Z
Q2862081,Armando Monasterolo,Italian caricaturist and comics writer (1915-1978),+1915-00-00T00:00:00Z,+1978-00-00T00:00:00Z
Q11731618,Józef Wincenty Kruszewski,Polish painter (1853-1920),+1853-06-13T00:00:00Z,+1920-11-16T00:00:00Z
Q387807,Khen Lampert,Israeli academic,+1957-01-19T00:00:00Z,
Q24263,Helena Antonia,bearded female court dwarf,+1550-01-01T00:00:00Z,+1595-01-01T00:00:00Z
Q3219451,Laurent Pierre Bérenger,French poet (1749-1822),+1749-11-28T00:00:00Z,+1822-09-26T00:00:00Z
Q95397510,Karel Klos,,+1945-01-18T00:00:00Z,+2016-04-10T00:00:00Z
Q12034081,Lubomír Dostál,Czech poet and cartoonist,+1965-01-14T00:00:00Z,
Q3380151,Philippe Larbier,"French caricaturist, comics writer and illustrator",+1965-08-04T00:00:00Z,
Q55225727,Stefano Boldrini,Italian lawyer and intellectual (1810-1887),+1810-09-11T00:00:00Z,+1887-04-08T00:00:00Z
Q116149605,Juha Sihto,Finnish caricaturist,+1957-04-16T00:00:00Z,
Q1906150,Charles Alston,African-American visual artist (1907-1977),+1907-11-28T00:00:00Z,+1977-04-27T00:00:00Z
Q60367082,Carlo de Fornaro,"American cartoonist, 1872 - 1949",+1872-01-01T00:00:00Z,+1949-01-01T00:00:00Z
Q1606904,Henry J. Blumenthal,British classical scholar,+1936-03-30T00:00:00Z,+1998-04-23T00:00:00Z
Q90955,Klaus Staeck,German graphic designer and lawyer,+1938-02-28T00:00:00Z,
Q2825121,Adrien Barrère,French painter (1874-1931),+1874-11-13T00:00:00Z,+1931-05-19T00:00:00Z
Q29419966,Erik Vaher,,+1921-04-11T00:00:00Z,+1992-01-18T00:00:00Z
Q11938749,Nicolás Martínez Lage,,+1899-00-00T00:00:00Z,+1981-00-00T00:00:00Z
Q12366161,Kalev Raave,Estonian politician (1926-2004),+1926-03-20T00:00:00Z,+2004-03-04T00:00:00Z
Q59180,Diogenes of Sinope,4th-century BC Greek Cynic philosopher,-0412-00-00T00:00:00Z,-0323-00-00T00:00:00Z
Q21513402,Hans E. Hess,botanist (1920-2009),+1920-01-01T00:00:00Z,+2009-01-01T00:00:00Z
Q183509,Ilya Prigogine,Russian-Belgian physical chemist,+1917-01-12T00:00:00Z,+2003-05-28T00:00:00Z
Q58231284,Jure Cihlař,Slovene painter,+1944-09-08T00:00:00Z,+2018-11-03T00:00:00Z
Q28497169,François Perrin,,+1533-01-01T00:00:00Z,+1606-01-09T00:00:00Z
Q18696690,Oriol Hernández,,+1983-00-00T00:00:00Z,
Q31181271,Miro Gluhović,,+1963-02-08T00:00:00Z,
Q40738692,Jean-Philippe Fauteux,Quebec animated film director,+1952-01-00T00:00:00Z,
Q1448475,Franz Paul von Herbert,Austrian entrepreneur and philosopher,+1759-03-25T00:00:00Z,+1811-03-18T00:00:00Z
Q712469,Cornel West,African-American philosopher and political/civil rights activist,+1953-06-02T00:00:00Z,
Q4216193,Elizabeth Carter,English poet and polymath (1717 – 1806),+1717-12-16T00:00:00Z,+1806-02-19T00:00:00Z
Q21509721,Gertrud Dahlgren,botanist (1931-2009),+1931-01-01T00:00:00Z,+2009-01-01T00:00:00Z
Q527410,Carles Romeu Müller,"Spanish comics artist, writer and caricaturist (1948-2021)",+1948-05-17T00:00:00Z,+2021-07-24T00:00:00Z
Q10383107,Tomás Leal da Câmara,Portuguese caricaturist (1876-1948),+1876-11-30T00:00:00Z,+1948-07-21T00:00:00Z
Q54849737,Daniel Gugliotta,,+1940-01-03T00:00:00Z,
Q4247,Rodolphe Töpffer,"Swiss teacher, author, painter, cartoonist, and caricature artist (1799-1846)",+1799-01-31T00:00:00Z,+1846-06-08T00:00:00Z
Q61628,Eugen Fink,German philosopher (1905-1975),+1905-12-11T00:00:00Z,+1975-07-25T00:00:00Z
Q10854060,Antonín Pelc,"Czech illustrator, caricaturist, painter and university educator (1895-1967)",+1895-01-16T00:00:00Z,+1967-03-24T00:00:00Z
Q94930957,Louis Tallon Nollat,,+1885-00-00T00:00:00Z,+1914-00-00T00:00:00Z
Q7447370,Tarzidi,malaysian cartoonist,,
Q5697857,Antonio Bernad,Spanish painter (1917-2011),+1917-00-00T00:00:00Z,+2011-05-05T00:00:00Z
Q9390140,Zenon Wasilewski,Polish filmmaker (1903-1966),+1903-10-30T00:00:00Z,+1966-04-20T00:00:00Z
Q12273685,Boris Dimovski,painter (1925-2007),+1925-10-20T00:00:00Z,+2007-03-26T00:00:00Z
Q7241987,Preston Schoyer,"American novelist, journalist, writer, and China scholar",+1912-01-01T00:00:00Z,+1978-03-13T00:00:00Z
Q981960,Ivan Kireyevsky,Russian philosopher (1806-1856),+1806-03-22T00:00:00Z,+1856-06-11T00:00:00Z
Q130387,Henryk Struve,philosopher,+1840-06-27T00:00:00Z,+1912-03-16T00:00:00Z
Q2875292,Azzedine Guellouz,"Tunisian intellectual, diplomat and academic",+1932-04-12T00:00:00Z,+2023-04-18T00:00:00Z
Q56605134,Olga de Souza Queiroz,Brazilian intellectual,,
Q1177397,David ibn Merwan al-Mukkamas,Medieval Iraqi rabbi,+0950-00-00T00:00:00Z,+0937-01-01T00:00:00Z
Q104267,Theodor Litt,German philosopher,+1880-12-27T00:00:00Z,+1962-07-16T00:00:00Z
Q1286787,Edmund Runggaldier,Austrian cathlic priest and philosopher,+1946-08-24T00:00:00Z,
Q2157581,Robert Hoffstetter,taxonomist (1908-1999),+1908-07-11T00:00:00Z,+1999-12-29T00:00:00Z
Q123343949,Manfred Brückels,German graphic designer,+1933-02-27T00:00:00Z,
Q1637648,Tōru Tani,,+1954-05-01T00:00:00Z,
Q724672,Giovanni Battista Giraldi,Italian writer (1504–1574),+1504-11-30T00:00:00Z,+1573-12-30T00:00:00Z
Q3129266,Moloch,French caricaturist,+1849-00-00T00:00:00Z,+1909-00-00T00:00:00Z
Q524380,Andrés Laguna,Spanish botanist (1499-1559),+1499-01-01T00:00:00Z,+1559-01-01T00:00:00Z
Q555693,Timofey Granovsky,Russian historian (1813-1855),+1813-03-09T00:00:00Z,+1855-10-04T00:00:00Z
Q76114,Franz Jakob Clemens,German philosopher (1815-1862),+1815-10-04T00:00:00Z,+1862-02-24T00:00:00Z
Q31273630,Arnold Pomerants,,,
Q5555662,Mohammad-Taqi Shariati,Iranian teacher,+1907-01-01T00:00:00Z,+1987-04-20T00:00:00Z
Q107002850,Ismael Aarón Viñas,Argentine marxist intelectual (1925-2014),+1925-05-22T00:00:00Z,+2014-03-15T00:00:00Z
Q87228,Johann Nelböck,Austrian murderer,+1903-05-12T00:00:00Z,+1954-02-03T00:00:00Z
Q11686088,Andrzej Stopka,"Polish scenographer, painter and illustrator (1904-1973)",+1904-09-23T00:00:00Z,+1973-08-11T00:00:00Z
Q15460105,Eugene Zimmerman,American cartoonist,+1862-05-23T00:00:00Z,+1935-03-26T00:00:00Z
